Ticker,ISIN Code,Company Name,min_date,max_date
XL,BMG982941046,XL Group Ltd,2001-09-30,2018-08-31
XLNX,US9839191015,Xilinx Inc.,1999-12-31,2020-06-30
XOM,US30231G1022,Exxon Mobil Corp.,1970-03-31,2020-06-30
XRAY,US24906P1093,Dentsply Sirona Inc,2008-12-31,2020-06-30
XRX,US98421M1062,Xerox Corp.,1970-03-31,2020-06-30
XTO,US98385X1063,XTO Energy Inc.,2004-12-31,2010-03-31
XYL,US98419M1009,Xylem Inc.,2011-12-31,2020-06-30
YHOO,US9843321061,Yahoo! Inc,1999-12-31,2017-05-31
YNR,US9874251054,Young & Rubicam Inc,2000-03-31,2000-09-30
YRCW,US9842496070,YRC Worldwide Inc.,1976-09-30,1996-09-30
YUM,US9884981013,Yum! Brands Inc.,1997-12-31,2020-06-30
ZBH,US98956P1021,Zimmer Biomet Holdings Inc,2001-09-30,2020-06-30
ZBRA,US9892071054,Zebra Technologies Corp,2019-12-31,2020-06-30
ZE,US9893491053,Zenith Electronics Corp,1970-03-31,1995-09-30
ZION,US9897011071,Zions Bancorp,2001-06-30,2020-06-30
ZRN,US9898241073,Zurn Industries Inc,1982-03-31,1995-09-30
ZTS,US98978V1035,Zoetis Inc,2013-06-30,2020-06-30
