Ticker,ISIN Code,Company Name,min_date,max_date,figi,cik
PNW,US7234841010,Pinnacle West Capital Corp,1999-12-31,2020-06-30,BBG000BRDVJ4,0000764622
POM,US7132911022,Pepco Holdings Inc.,2007-12-31,2015-12-31,BBG000DQX313,0001135971
PPG,US6935061076,PPG Industries Inc,1970-03-31,2020-06-30,BBG000BRJ952,0000079879
PPL,US69351T1060,PPL Corp.,1995-12-31,2020-06-30,BBG000BRJP74,0000922224
PPW,US59598X0029,Pacificorp,1989-03-31,1999-09-30,,
PRD,US7310951055,Polaroid Corp,1970-03-31,2000-09-30,BBG002GPR459,0000079326
PRGO,IE00BGH1M568,Perrigo Company Plc,2011-12-31,2020-06-30,BBG000CNGTY7,0001585364
PRU,US7443201022,Prudential Financial Inc,2002-09-30,2020-06-30,BBG000HCJQY9,0001137774
PSA,US74460D1090,Public Storage,2005-09-30,2020-06-30,BBG000BPPPX2,0001393311
PSFT,US7127131065,People Soft Inc,1998-12-31,2004-09-30,BBG002GSN7H7,
PSX,US7185461040,Phillips 66,2012-06-30,2020-06-30,BBG002VX6CQ7,0001534701
PT,US7158251055,Pet Inc,1991-06-30,1994-12-31,,
PTV,US6952571056,Pactiv Corp,1999-12-31,2010-09-30,BBG000C3QRT0,0001089976
PVH,US6936561009,PVH Corp.,2013-03-31,2020-06-30,BBG000BRRHK8,0000078239
PVN,US7440611025,Providian Corp.,1976-09-30,1997-03-31,,
PVN (Fin),US74406A1025,Providian Financial Corp,1997-06-30,2005-09-30,BBG002GX1XZ3,
PVT,US7438621044,Provident Companies Inc,1998-09-30,1999-06-30,,
PWER,US73930R1023,Power-One Inc,2000-12-31,2004-12-31,BBG000BYJTZ0,0001042825
PWJ,US6956291057,Paine Webber Group Inc,1999-06-30,2000-09-30,,
PWR,US74762E1029,Quanta Services Inc.,2009-09-30,2020-06-30,BBG000BBLBH6,0001050915
PXD,US7237871071,Pioneer Natural Resources Co,2008-09-30,2020-06-30,BBG000BXRQN2,0001038357
PYPL,US70450Y1038,PayPal Holdings Inc.,2015-09-30,2020-06-30,BBG0077VNYG1,0001633917
PZE,US70931Q1094,PennzEnergy Co.,1983-03-31,1998-09-30,,
Q (Qwe),US7491211097,Qwest Communications Int'l Inc,2000-09-30,2011-03-31,BBG000C4YB50,0001037949
QCOM,US7475251036,Qualcomm Inc,1999-09-30,2020-06-30,BBG000CGCDW3,0000804328
QEP,US74733V1008,QEP Resources Inc,2010-09-30,2015-06-30,BBG000BLCN97,0001108827
QLGC,US7472771010,QLogic Corp.,2000-12-31,2010-12-31,BBG000BH8B79,0000918386
QRVO,US74736K1016,Qorvo Inc,2015-06-30,2020-06-30,BBG007TJF282,0001604778
QTRN,US7487671007,Quintiles Transnational Corp,1999-12-31,2003-06-30,BBG002GV1ZN5,
R,US7835491082,Ryder System Inc,1982-12-31,2017-05-31,BBG000BRVRS3,0000085961
RAD,US7677541044,Rite Aid Corp.,1975-12-31,2000-06-30,BBG000BRWJ55,0000084129
RAI,US7617131062,Reynolds American Inc.,2002-09-30,2017-06-30,BBG000BBB5W3,0001275283
RAL,US7512773026,Ralston Purina Co.,1970-03-31,2001-09-30,BBG002GPRQP8,0000081870
RATL,US75409P2020,Rational Software Corp,2002-03-31,2002-12-31,BBG002GR4076,
RBD,US7810881091,Rubbermaid Inc.,1986-06-30,1998-12-31,,
RBK,US7581101000,Reebok Int'l Ltd,1987-03-31,2005-12-31,BBG002GPS172,0000770949
RCL,LR0008862868,Royal Caribbean Cruises Ltd,2014-12-31,2020-06-30,BBG000BB5B39,0000884887
RD,US7802578044,Royal Dutch Petroleum,1970-03-31,2002-06-30,BBG002GPSJY3,
RDC,GB00B6SLMV12,Rowan Companies plc,1985-03-31,2014-06-30,BBG000BRZDZ2,0000085408
RE,BMG3223R1088,Everest Re Group Ltd,2017-06-30,2020-06-30,BBG000C1XXY7,0001095073
REG,US7588491032,Regency Centers,2017-03-31,2020-06-30,BBG000BL4844,0000910606
REGN,US75886F1075,Regeneron Pharmaceuticals Inc.,2013-06-30,2020-06-30,BBG000C75K91,0000872589
REN (Rol),US78648R2031,Safety Kleen Corp,1985-12-31,1995-03-31,,
RF,US7591EP1005,Regions Financial Corp.,1998-09-30,2020-06-30,BBG000Q3JQJ6,0001281761
RHI,US7703231032,Robert Half Int'l Inc,2000-12-31,2020-06-30,BBG000BS5GM0,0000315213
RHT,US7565771026,Red Hat Inc.,2009-09-30,2019-06-30,BBG000BWXMM7,0001087423
RIG,CH0048265513,Transocean Ltd,1999-12-31,2017-06-30,BBG000BH5P17,0001451505
RJF,US7547301090,Raymond James Financial Inc,2017-03-31,2020-06-30,BBG000BS74T8,0000720005
RL,US7512121010,Ralph Lauren Corp,2007-03-31,2020-06-30,BBG000BS1192,0001037038
RLGY,US75605Y1064,Realogy Holdings Corp,2006-09-30,2007-03-31,BBG0033B9H17,0001398987
RLM,US7617631012,Reynolds Metals Co,1970-03-31,2000-03-31,BBG002GPS5V6,0000083604
RMD,US7611521078,ResMed Inc.,2017-07-31,2020-06-30,BBG000L4NCN0,0000943819
RMG,US12686C1099,Cablevision Systems Corp.,2010-12-31,2016-03-31,BBG000BGR7B4,0001053112
RML,US7823521080,Russell Corp.,1984-12-31,2000-09-30,BBG002GPSLL2,
RNB,US7607191043,Republic New York Corp,1995-09-30,1999-12-31,,
ROH,US7753711073,Rohm & Hass Co,1982-09-30,2009-03-31,BBG002GPSDM9,0000084792
ROK,US7739031091,Rockwell Automation Inc.,1970-03-31,2020-06-30,BBG000BBCHL8,0001024478
ROL,US7757111049,Rollins Inc,2018-10-31,2020-06-30,BBG000BSBD13,0000084839
ROP,US7766961061,Roper Technologies Inc,1970-03-31,2020-06-30,BBG000F20X23,0000882835
ROST,US7782961038,Ross Stores Inc,2009-12-31,2020-06-30,BBG000BSC9R3,0000745732
RRC,US75281A1097,Range Resources Corp.,2007-12-31,2018-05-31,BBG000FVXGF6,0000315852
RRD,US2578672006,RR Donnelley & Sons Co,1984-09-30,2012-09-30,BBG000BH96J6,0000029669
RSG,US7607591002,Republic Services Inc.,2008-12-31,2020-06-30,BBG000BPXYW5,0001060391
RSH,US74979E1010,RadioShack Corp.,1973-03-31,2011-06-30,,
RTN,US7551115071,Raytheon Co. (Old),1970-03-31,2020-03-31,BBG000BSD956,0001047122
RTX,US75513E1010,Raytheon Technologies Corp,1970-03-31,2020-06-30,BBG000BW8TX8,0000101829
RYAN,US7835201093,Ryan's Restaurant,1989-09-30,1996-12-31,BBG002GQXK18,
RYC,US7546031086,Raychem Corp.,1988-06-30,1999-06-30,,
RYI,US7837541041,Ryerson Holding Corp,1970-03-31,1998-06-30,BBG000Q7V3X8,0001481582
S,US85207U1051,Sprint Corp,1972-09-30,2013-06-30,BBG004S5X422,0000101830
S (Sears),US8123871084,Sears Roebuck & Co,1970-03-31,2004-12-31,BBG002GPT670,0000101830
SAF,US7864291007,Safeco Corp.,1976-09-30,2008-06-30,BBG002GQXKZ1,0000086104
SAI,US8669301009,Sunamerica Inc.,1970-06-30,1998-12-31,,
SANM,US8010561020,Sanmina Corp.,2000-06-30,2007-06-30,BBG000BHC504,0000897723
SAPE,US8030621085,Sapient Corp.,2000-06-30,2002-03-31,BBG000DG5JH4,0001008817
SB (Salomon),US1730730082,Salomon Inc.,1981-06-30,1997-09-30,,
SBAC,US78410G1040,SBA Comm's Corp,2017-09-30,2020-06-30,BBG000D2MBW6,0001034054
SBL,US8715081076,Symbol Technologies Inc,2000-12-31,2006-12-31,BBG002GPVMP2,
SBUX,US8552441094,Starbucks Corp.,2000-06-30,2020-06-30,BBG000CTRNT1,0000829224
SCG,US80589M1027,SCANA Corp.,2009-03-31,2018-12-31,BBG000BSLNN6,0000754737
SCHW,US8085131055,Charles Schwab Corp.,1997-06-30,2020-06-30,BBG000BSM368,0000316709
SCI,US8175651046,Service Corp. Int'l,1986-12-31,1999-12-31,BBG000BTHJB1,0000089089
SDS,US8673631037,Sungard Data Systems Inc,2002-09-30,2005-06-30,BBG002GQZ2Z9,0001357955
SE,US8475601097,Spectra Energy Corp.,2007-03-31,2017-01-31,BBG000DNTVX8,0001373835
SEBL,US8261701028,Siebel Systems Inc.,2000-06-30,2005-12-31,BBG002GW39J4,
SEE,US81211K1007,Sealed Air Corp.,1998-06-30,2020-06-30,BBG000C22T32,0001012100
SEG,US8118041032,Seagate Technology (Old),1996-09-30,2000-09-30,,
SFA,US8086551046,Scientific-Atlanta Inc,1981-03-31,2005-12-31,BBG002GPSY52,
SFS (Sant),US80218K1051,Santa Fe Snyder Corp.,1990-12-31,1997-06-30,,
SFX,US8021831032,Santa FE Pac Corp,1983-12-31,1995-06-30,,
SGI (Old),US8270561025,Silicon Graphics Inc (Old),1995-03-31,2000-03-31,BBG002GPTLK2,0000743821
SGP,US8066051017,Schering-Plough Corp.,1970-03-31,2009-09-30,BBG002GPSWW6,0000310158
SHLD,US8123501061,Sears Holdings Corp,2005-03-31,2012-06-30,BBG000PQ6YJ3,
SHN,US8250391005,Shoney's Inc.,1985-03-31,1996-12-31,,
SHW,US8243481061,Sherwin-Williams Co.,1970-03-31,2020-06-30,BBG000BSXT78,0000089800
SIAL,US8265521018,Sigma-Aldrich Corp.,1994-09-30,2015-09-30,BBG000BSYDB7,0000090185
SIG,BMG812761002,Signet Jewelers Ltd,2015-09-30,2018-02-28,BBG000C50012,0000832988
SII,US8321101003,Smith Int'l Inc,2006-12-31,2010-06-30,BBG000BT01P3,
SITC,US82981J1097,SITE Centers Corp,2007-03-31,2008-12-31,BBG000BGZBK6,0000894315
SIVB,US78486Q1013,SVB Financial Group,2018-03-31,2020-06-30,BBG000BT0PL4,0000719739
SJM,US8326964058,J. M. Smucker Co,2008-12-31,2020-06-30,BBG000BT1984,0000091419
SK (Old),US7864841058,Safety Kleen Corp (Old),1987-12-31,1998-03-31,,
SKY,US8308301055,Skyline Champion Corp,1974-06-30,1995-06-30,BBG000BT2X53,0000090896
SLB,AN8068571086,Schlumberger NV,1970-03-31,2020-06-30,BBG000BT4384,0000087347
SLG,US78440X1019,SL Green Realty,2015-03-31,2020-06-30,BBG000BVP7C2,0001040971
SLM,US78442P1066,SLM Corp.,1998-09-30,2014-03-31,BBG000BBD2K1,0001032033
SLR,US8341821077,Solectron Corp.,1998-12-31,2007-09-30,BBG002GPTWX4,0000835541
SMI,US8517831009,Springs Industries Inc.,1970-03-31,2000-09-30,,
SMS,US8194861014,Shared Medical Systems Corp,1984-12-31,2000-03-31,,
SNA,US8330341012,Snap-On Inc.,1982-09-30,2020-06-30,BBG000BT7MD3,0000091440
SNC,US8204841030,Shawmut National Corp.,1989-06-30,1995-09-30,,
SNDK,US80004C1018,SanDisk Corp,2006-06-30,2016-03-31,BBG000FG4RN8,0001000180
SNI,US8110651010,Scripps Networks Interactive Inc,2008-09-30,2018-02-28,BBG000RQWLK8,0001430602
SNPS,US8716071076,Synopsys Inc,2017-03-31,2020-06-30,BBG000BSG1H7,0000883241
SNT,US8354151008,Sonat Inc.,1970-03-31,1999-09-30,,
SNV,US87161C5013,Synovus Financial Corp.,1997-12-31,2007-12-31,BBG000BLP217,0000018349
SO,US8425871071,Southern Co.,1970-03-31,2020-06-30,BBG000BT9GG1,0000092122
SOTR,US8447301016,SouthTrust Corp,1999-03-31,2004-09-30,BBG002GQZFP1,
SOV,US8459051087,Sovereign Bancorp Inc,2004-09-30,2008-12-31,BBG002GR0CJ1,0000811830
SOV (Sovran),84610410,Sovran Financial Corp.,1988-12-31,1990-06-30,,
SPC,US8148231009,Security Pacific Corp,1988-06-30,1992-03-31,,
SPG,US8288061091,Simon Property Group,2002-06-30,2020-06-30,BBG000BJ2FK7,0001063761
SPGI,US78409V1044,S&P Global Inc.,1970-03-31,2020-06-30,BBG000BP1RM6,0000064040
SPLS,US8550301027,Staples Inc.,1998-12-31,2017-08-31,BBG000BCBNY0,0000791519
SPP,US8098771038,Scott Paper Co.,1970-03-31,1995-09-30,,
SPXC,US7846351044,SPX Corp.,1983-03-31,1995-06-30,BBG000BTGFC9,0000088205
SQD,US8522061014,Square D Co,1970-03-31,1991-03-31,,
SRCL,US8589121081,Stericycle Inc.,2008-12-31,2018-11-30,BBG000H3GF85,0000861878
SRE,US8168511090,Sempra Energy,1998-06-30,2020-06-30,BBG000C2ZGQ9,0001032208
SRR,US8633141002,Stride Rite Corp.,1989-12-31,1997-09-30,BBG002GPVH37,0000094887
SSP,US8110544025,E. W. Scripps Co,2005-12-31,2008-06-30,BBG000C79YF0,0000832428
STE,IE00BFY8C754,STERIS plc,2019-12-31,2020-06-30,,
STI,US8679141031,SunTrust Banks Inc,1988-06-30,2019-11-30,BBG000BTKJ09,0000750556
STJ,US7908491035,St. Jude Medical Inc,1989-12-31,2016-12-31,BBG000F15R32,0000203077
STO,US8615891095,Stone Container Corp.,1982-12-31,1998-09-30,,
STR,US7483561020,Questar Corp.,2006-12-31,2010-06-30,BBG000BTLPM0,0000751652
STT,US8574771031,State Street Corp.,1997-09-30,2020-06-30,BBG000BKFCH1,0000093751
STX,IE00B58JVZ52,Seagate Technology plc,2012-09-30,2020-06-30,BBG000F0LSK5,0001137789
STZ,US21036P1084,Constellation Brands Inc,2005-09-30,2020-06-30,BBG000J1QPD8,0000016918
SUB,US8660051017,Summit Bancorp,1998-03-31,2000-12-31,,
SUN (Sun),US86764P1093,Sunoco Inc (Old),1970-03-31,2012-09-30,BBG000BTNBG6,0001552275
SUNEQ,US86732Y1091,SunEdison Inc,2007-06-30,2011-09-30,BBG000F80WS4,0000945436
SVU,US8685361037,Supervalu Inc.,1985-03-31,2012-03-31,,
SWK,US8545021011,Stanley Black & Decker Inc,1982-09-30,2020-06-30,BBG000BTQTG4,0000093556
SWKS,US83088M1027,Skyworks Solutions Inc.,2015-03-31,2020-06-30,BBG000KLDQZ0,0000004127
SWN,US8454671095,Southwestern Energy Co,2008-06-30,2017-03-31,BBG000BTR6N5,0000007332
SWY,US7865142084,Safeway Inc.,1998-12-31,2014-12-31,BBG000BV7N82,0000086144
SXCL,US8581222036,Steel Excel Inc,1999-12-31,2001-03-31,BBG000BB81L8,0000709804
SYF,US87165B1035,Synchrony Financial,2015-12-31,2020-06-30,BBG00658F3W5,0001601712
SYK,US8636671013,Stryker Corp.,2000-12-31,2020-06-30,BBG000DN7RP0,0000310764
SYN (Syn),PA8716161080,Syntex Corp,1985-09-30,1994-03-31,,
SYY,US8718291078,Sysco Corp.,1986-12-31,2020-06-30,BBG000BTVL39,0000096021
T,US00206R1023,AT&T Inc.,1983-12-31,2020-06-30,BBG000BSJLV4,0000732717
T (Old),US0019575051,AT&T Corp. (Old),1970-03-31,2005-09-30,BBG002GLN452,0000732717
TA,US8934851028,Transamerica Corp.,1979-03-31,1999-06-30,,
TAP,US60871R2094,Molson Coors Brewing Co.,1976-09-30,2020-06-30,BBG000BS7MP2,0000024545
TAP.B,US89420G1094,Travelers Property Casualty,2002-09-30,2004-03-31,BBG002GSDM76,0000919482
TCOMA,US87924V1017,Tele Communications Inc,1985-09-30,1998-12-31,,
TDC,US88076W1036,Teradata Corp.,2007-12-31,2017-05-31,BBG000R0L737,0000816761
TDG,US8936411003,TransDigm Group,2016-06-30,2020-06-30,BBG000L8DFM6,0001260221
TDM,US8753701080,Tandem Computers Inc.,1984-03-31,1997-06-30,,
TDY,US8793601050,Teledyne Technologies Inc,2020-06-30,2020-06-30,BBG000BMTC82,0001094285
TE,US8723751009,TECO Energy Inc,2001-12-31,2016-06-30,BBG000BV1ZT8,0000350563
TEG,US45822P1057,Integrys Energy Group,2007-03-31,2015-06-30,BBG000BWYH56,0000916863
TEK,US8791311009,Tektronix Inc.,1970-03-31,2007-09-30,BBG002GPVTR5,0000096879
TEL,CH0102993182,TE Connectivity Ltd,2007-09-30,2020-06-30,BBG000RGM768,0001385157
TEN,US8803491054,Tenneco Inc.,1978-12-31,1999-09-30,BBG000BJB8F9,0001024725
TER,US8807701029,Teradyne Inc,1999-12-31,2013-09-30,BBG000BV4GL5,0000097210
TEX,US8807791038,Terex Corp.,2006-12-31,2008-09-30,BBG000C7C8F3,0000097216
TFC,US89832Q1094,Truist Financial Corp,1997-12-31,2020-06-30,BBG000BYYNN9,0000092230
TFX,US8793691069,Teleflex Inc,2019-01-31,2020-06-30,BBG000BV5DX8,0000096943
TGNA,US87901J1051,TEGNA Inc,1975-12-31,2017-05-31,BBG000BK5H18,0000039899
TGT,US87612E1064,Target Corp.,1976-12-31,2020-06-30,BBG000H8TYR8,0000027419
THC,US88033G4073,Tenet Healthcare Corp.,1979-03-31,2016-03-31,BBG000CPJ107,0000070318
THY,US8937191042,Transitional Hospitals Corp,1987-06-30,1996-09-30,,
TIC,US8941801081,Travelers Corp,1976-09-30,1993-09-30,,
TIE,US8883392073,Titanium Metal Corp,2007-12-31,2012-09-30,BBG000BD7YH8,0001011657
TIF,US8865471085,Tiffany & Co.,2000-06-30,2020-06-30,BBG000BV7723,0000098246
TIN,US8798681073,Temple-Inland Inc.,1986-12-31,2007-09-30,BBG000BV81N2,0000731939
TJX,US8725401090,TJX Companies Inc.,1985-09-30,2020-06-30,BBG000BV8G95,0000109198
TKA,US8902781041,Tonka Corp,1975-03-31,1991-03-31,,
TKR,US8873891043,Timken Co.,1970-03-31,2001-06-30,BBG000BV9856,0000098362
TLAB,US8796641004,Tellabs Inc.,1995-09-30,2011-09-30,BBG000BVB639,0000317771
TMC.A,US8873641075,Times Mirror Co Share,1970-03-31,2000-03-31,,
TMO,US8835561023,Thermo Fisher Scientific Inc,1997-03-31,2020-06-30,BBG000BVDPD4,0000097745
TMUS,US8725901040,T-Mobile US Inc,2009-06-30,2020-06-30,BBG000NDVCS4,0001283699
TNB,US8843151023,Thomas & Betts Corp,1974-12-31,2004-06-30,BBG000BVFH31,0000097854
TOS,US8914903021,Tosco Corp.,1999-09-30,2001-06-30,BBG002GPW881,0000074091
TOY,US8923351006,"Toys ""R"" Us, Inc.",1983-09-30,2005-06-30,BBG002GPW952,
TPR,US8760301072,Tapestry Inc.,2004-09-30,2020-06-30,BBG000BY2CY6,0001116132
TRCO,US8960475031,Tribune Media Co,1986-03-31,2007-09-30,BBG003S44SH0,0000726513
TRIP,US8969452015,TripAdvisor Inc,2011-12-31,2019-11-30,BBG0024CH3W4,0001526520
TROW,US74144T1088,T. Rowe Price Group Inc,1999-12-31,2020-06-30,BBG000BVMYQ1,0001113169
TRV,US89417E1091,Travelers Companies Inc,1976-09-30,2020-06-30,BBG000BJ82Q4,0000086312
TRW (TRW),US8726491082,TRW Inc.,1970-03-31,2002-09-30,BBG002GPWJP8,
TSCO,US8923561067,Tractor Supply Co.,2014-03-31,2020-06-30,BBG000BLY8F9,0000916365
TSG,US7859051002,Sabre Holdings Corp,2000-03-31,2007-03-31,BBG002GWQL02,
TSN,US9024941034,Tyson Foods Inc,2005-09-30,2020-06-30,BBG000DKCFD9,0000100493
TSS,US8919061098,Total System Services Inc,2008-03-31,2019-08-31,BBG000C1JVY7,0000721683
TT,IE00BK9ZQ967,Trane Technologies plc,1970-03-31,2020-06-30,BBG000BM6966,
TT (Tra),US8928931083,Trane Inc.,2002-06-30,2008-03-31,BBG002GVL906,0000836102
TTWO,US8740541094,Take-Two Interactive Software Inc.,2018-03-31,2020-06-30,BBG000BS26J9,0000946581
TUP,US8998961044,Tupperware Brands Corp,1996-06-30,2003-12-31,BBG000GQ1JS1,0001008654
TWC,US88732J2078,Time Warner Cable Inc.,2009-03-31,2016-03-31,BBG000H89SF6,0001377013
TWTR,US90184L1026,Twitter Inc,2018-06-30,2020-06-30,BBG0058P50C5,0001418091
TWX,US8873173038,Time Warner Inc.,1999-03-31,2018-05-31,BBG000F0PGQ1,0001105705
TWX (Old),US8873151091,Time Warner Inc. (Old),1970-03-31,2000-12-31,,
TX,US8816941038,Texaco Inc.,1970-03-31,2001-09-30,BBG002GPW0M2,0001342874
TXN,US8825081040,Texas Instruments Inc,1970-03-31,2020-06-30,BBG000BVVPD4,0000097476
TXT,US8832031012,Textron Inc.,1970-03-31,2020-06-30,BBG000BVVSX6,0000217346
TXU,US8731681081,TXU Corp.,1970-03-31,2007-09-30,BBG004GWX3S0,
TXU (Gas),US8731701046,TXU Gas Co.,1970-03-31,1997-06-30,,
TYL,US9022521051,Tyler Technologies Inc,2020-06-30,2020-06-30,BBG000BVX1N4,0000860731
U,US9119051079,US Airways Group (Old),1986-12-31,2002-03-31,BBG002GPX6D8,0000701345
UA,US9043112062,Under Armour Inc Class C,2016-06-30,2020-06-30,BBG00CGP0928,0001336917
UA.A,US9043111072,Under Armour Class A,2014-06-30,2020-06-30,BBG000BXM875,0001336917
UAL,US9100471096,United Continental Holdings Inc,2015-09-30,2020-06-30,BBG000M65QD4,0000100517
UAL (Old),US9025495006,UAL Corp,1970-03-31,1994-06-30,BBG002GPWMR9,0000100517
UCC,US9055301017,Union Camp Corp.,1970-03-31,1999-03-31,,
UCL,US9152891027,Unocal Co,1970-03-31,2005-06-30,BBG002GPX1V9,
UCM,US9060421065,Unicom Corp Holding Co,1970-03-31,2000-09-30,,
UDR,US9026531049,UDR Inc,2016-03-31,2020-06-30,BBG000C412D7,0000074208
UH,US9119201062,U.S. Home Corp,1974-06-30,1991-03-31,,
UHS,US9139031002,Universal Health Services Inc,2014-09-30,2020-06-30,BBG000CB9T62,0000352915
UIS,US9092143067,Unisys Corp.,1970-03-31,2008-09-30,BBG000BW0V89,0000746838
UK,US9055811049,Union Carbide Corp Holding Co,1970-03-31,2000-12-31,BBG002GPWS87,0000100790
ULTA,US90384S3031,Ulta Salon Cosmetics & Fragrance Inc,2016-06-30,2020-06-30,BBG000RNV2L7,0001403568
UMG,US58440J1043,MediaOne Group Inc.,1995-12-31,2000-03-31,,
UN,US9047847093,Unilever N.V.,1970-03-31,2002-06-30,BBG000BW1NK2,0000110390
UNH,US91324P1021,UnitedHealth Group Inc,1994-09-30,2020-06-30,BBG000CH53T5,0000731766
UNM,US91529Y1064,Unum Group,1994-03-31,2020-06-30,BBG000BW2T82,0000005513
UNP,US9078181081,Union Pacific Corp,1970-03-31,2020-06-30,BBG000BW3413,0000100885
UPC,US9080681094,Union Planters Corp.,1998-12-31,2004-06-30,BBG002GPWVD4,
UPJ,91530210,Upjohn Co.,1980-06-30,1995-09-30,,
UPR,US9078341057,Union Pacific Resources Group Inc,1996-12-31,2000-06-30,,
UPS,US9113121068,United Parcel Service Inc,2002-09-30,2020-06-30,BBG000L9CXY3,0001090727
URBN,US9170471026,Urban Outfitters Inc,2010-03-31,2017-02-28,BBG000BL7KL5,0000912615
URI,US9113631090,United Rentals Inc,2014-09-30,2020-06-30,BBG000BXMGQ6,0001067701
USB,US9029733048,U.S. Bancorp,1999-03-31,2020-06-30,BBG000FFFQT4,0000036104
USB (FBS),91159610,U.S. Bancorp (First Bank),1995-12-31,2000-12-31,,
USBC,US9115961040,United States Bancorp (Orig),1990-12-31,1997-06-30,,
USG,US9032934054,USG Corp,1970-03-31,1991-12-31,BBG000BW60L6,0000757011
USH,US9173181077,USLife Corp.,1982-12-31,1997-03-31,,
USHC,US9119101072,United States Healthcare Inc,1994-06-30,1996-06-30,,
USS,US9127071069,United States Surgical Corp,1992-09-30,1998-09-30,,
UST,US9029111062,UST Inc.,1987-06-30,2008-12-31,BBG002GPX8M4,0000811669
USW,US91299X9322,US West Inc.,1983-12-31,2000-06-30,,
UVN,US9149061023,Univision Comm Inc,2001-03-31,2006-12-31,BBG002GWLG26,0001017008
V,US92826C8394,Visa Inc.,2009-12-31,2020-06-30,BBG000PSL0X0,0001403161
VAL,GB00B4VLR192,Valaris plc,2007-03-31,2015-12-31,BBG000BJ2XT9,
VAR,US92220P1057,Varian Medical Systems Inc,1970-03-31,2020-06-30,BBG000BWC1M6,0000203527
VAT,US92224R6027,Varity Corp.,1970-03-31,1996-06-30,,
VC,US92839U2069,Visteon Corp.,2000-06-30,2005-12-31,BBG0016T3HB4,0001111335
VFC,US9182041080,VF Corp,1979-06-30,2020-06-30,BBG000BWCLX0,0000103379
VIAB,US92553P2011,Viacom Inc.,2006-03-31,2019-11-30,BBG000DHV0Q4,0001339947
VIAC,US92556H2067,ViacomCBS Inc,1994-09-30,2020-06-30,,
VIAV,US9255501051,VIAVI Solutions Inc,2000-09-30,2013-09-30,BBG000BP7SQ4,0000912093
VLO,US91913Y1001,Valero Energy Corp,2004-06-30,2020-06-30,BBG000BBGKP3,0001035002
VMC,US9291601097,Vulcan Materials Co,1999-09-30,2020-06-30,BBG000BWH016,0001396009
VNO,US9290421091,Vornado Realty Trust,2005-09-30,2020-06-30,BBG000BWHH82,0000899689
VO,CA8118501060,Seagram Co. Ltd.,1970-03-31,2000-09-30,,
VRSK,US92345Y1064,Verisk Analytics Inc,2015-12-31,2020-06-30,BBG000BCZX09,0001442145
VRSN,US92343E1029,Verisign Inc.,2006-03-31,2020-06-30,BBG000BGKTY8,0001014473
VRTS (Veri),US9234361098,Veritas Software Corp,2000-06-30,2005-06-30,BBG002GTD358,0000883237
VRTX,US92532F1003,Vertex Pharmaceuticals Inc.,2013-09-30,2020-06-30,BBG000C1SD31,0000875320
VTR,US92276F1003,Ventas Inc.,2009-03-31,2020-06-30,BBG000FRVM00,0000740260
VTSS,US9284973040,Vitesse Semiconductor Corp,2000-12-31,2002-06-30,BBG000CP3952,0000880446
VZ,US92343V1044,Verizon Communications Inc,1983-12-31,2020-06-30,BBG000HS79Q4,0000732712
WAB,US9297401088,Wabtec Corp,2019-02-28,2020-06-30,BBG000BDDBD5,0000943452
WAI,US9576741048,Western Atlas Inc.,1994-03-31,1998-06-30,,
WANG,US9336961068,Wang Laboratories Inc,1980-09-30,1992-06-30,,
WAT,US9418481035,Waters Corp.,2002-03-31,2020-06-30,BBG000FQRY65,0001000697
WB,US9299031024,Wachovia Corp.,1989-03-31,2008-12-31,BBG002GLVDR9,0000104019
WB (Old),US9297711031,Wachovia Corp (Old),1993-12-31,2001-06-30,BBG002GPXMP0,0000104019
WBA,US9314271084,Walgreens Boots Alliance Inc,1979-12-31,2020-06-30,BBG000BWLX00,0001618921
WCG,US94946T1060,WellCare Health Plans Inc,2018-09-30,2019-12-31,BBG000CLVNV0,0001279363
WCOM,US98157D1063,WorldCom Inc,1996-06-30,2002-03-31,BBG002GQWHJ7,0000723527
WDC,US9581021055,Western Digital Corp,2009-09-30,2020-06-30,BBG000BWNQ67,0000106040
WEC,US92939U1060,WEC Energy Group Inc,2008-12-31,2020-06-30,BBG000BWP918,0000783325
WELL,US95040Q1040,Welltower Inc,2009-03-31,2020-06-30,BBG000BKY3S8,0000766704
WEN,US9505901093,Wendy's International,1982-03-31,2008-06-30,BBG002GPXY74,0000030697
WETT,US9618961075,Wetterau Inc,1989-06-30,1992-09-30,,
WFC,US9497461015,Wells Fargo & Co,1976-09-30,2020-06-30,BBG000BWQHB8,0000072971
WFC (Old),US9497401045,Wells Fargo & Co. (Old),1987-06-30,1998-09-30,,
WFM,US9668371068,Whole Foods Market Inc,2006-03-31,2017-07-31,BBG000CPSBY8,0000865436
WFT,IE00BLNN3691,Weatherford Int'l plc,2005-09-30,2008-12-31,BBG000DY8ZS4,
WHR,US9633201069,Whirlpool Corp.,1970-03-31,2020-06-30,BBG000BWSW50,0000106640
WIN,US97382A3095,Windstream Holdings Inc,2006-09-30,2015-03-31,BBG000BFJ645,0001282266
WIN (W-D),US9742801098,Winn-Dixie Stores Inc (Old),1970-03-31,2004-09-30,,
WLA,US9344881076,Warner Lambert Pharmaceutical Co,1970-03-31,2000-03-31,BBG002GPXRM2,
WLB,US9608781061,Westmoreland Coal Co,1976-12-31,1993-06-30,BBG000BWTYH2,
WLL (Wil),US9691331071,Willamette Industries Inc,1995-09-30,2001-12-31,BBG002GPZT46,0001255474
